"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-72.62","46.20","NICOLET","7025440","2011-04-20","2011","04","20","","1.0","","-1.0","","0.0","","18.0","","0.0","","4.4","","12.6","","17.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-21","2011","04","21","","6.0","","-1.0","","2.5","","15.5","","0.0","","0.8","","0.0","","0.8","","3","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-22","2011","04","22","","12.0","","-2.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-23","2011","04","23","","11.0","","1.0","","6.0","","12.0","","0.0","","10.4","","0.0","","10.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-24","2011","04","24","","12.0","","5.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-25","2011","04","25","","15.5","","1.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-26","2011","04","26","","12.0","","5.0","","8.5","","9.5","","0.0","","12.4","","0.0","","12.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-27","2011","04","27","","13.0","","5.0","","9.0","","9.0","","0.0","","4.6","","0.0","","4.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-28","2011","04","28","","23.0","","6.5","","14.8","","3.2","","0.0","","5.6","","0.0","","5.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-29","2011","04","29","","15.0","","6.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-04-30","2011","04","30","","17.0","","3.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-01","2011","05","01","","19.5","","3.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-02","2011","05","02","","20.0","","7.0","","13.5","","4.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-03","2011","05","03","","12.0","","9.0","","10.5","","7.5","","0.0","","25.4","","0.0","","25.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-04","2011","05","04","","8.0","","5.0","","6.5","","11.5","","0.0","","9.2","","0.0","","9.2","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-05","2011","05","05","","6.0","","3.0","","4.5","","13.5","","0.0","","7.4","","0.0","","7.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-06","2011","05","06","","13.0","","3.0","","8.0","","10.0","","0.0","","","M","0.0","E","","M","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-07","2011","05","07","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","E","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-08","2011","05","08","","15.5","","3.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-09","2011","05","09","","18.5","","5.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-10","2011","05","10","","16.5","","4.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-11","2011","05","11","","19.0","","4.5","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-12","2011","05","12","","20.5","","4.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-13","2011","05","13","","23.0","","6.5","","14.8","","3.2","","0.0","","8.8","","0.0","","8.8","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-14","2011","05","14","","12.0","","8.5","","10.3","","7.7","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-15","2011","05","15","","14.0","","7.0","","10.5","","7.5","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-16","2011","05","16","","6.0","","5.0","","5.5","","12.5","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-17","2011","05","17","","11.0","","5.0","","8.0","","10.0","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-18","2011","05","18","","19.0","","7.0","","13.0","","5.0","","0.0","","5.3","E","0.0","","5.3","E","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-19","2011","05","19","","21.0","","12.0","","16.5","","1.5","","0.0","","2.5","E","0.0","","2.5","E","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-20","2011","05","20","","24.0","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-21","2011","05","21","","20.0","","11.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-22","2011","05","22","","19.5","","8.0","","13.8","","4.2","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-23","2011","05","23","","24.0","","14.0","","19.0","","0.0","","1.0","","2.5","","0.0","","2.5","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-24","2011","05","24","","23.0","","15.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-25","2011","05","25","","17.5","","6.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-26","2011","05","26","","16.0","","10.0","","13.0","","5.0","","0.0","","10.8","","0.0","","10.8","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-27","2011","05","27","","12.0","","10.0","","11.0","","7.0","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-28","2011","05","28","","17.0","","9.0","","13.0","","5.0","","0.0","","14.6","","0.0","","14.6","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-29","2011","05","29","","21.0","","13.0","","17.0","","1.0","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-30","2011","05","30","","25.5","","14.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-05-31","2011","05","31","","26.0","","14.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-01","2011","06","01","","29.0","","19.0","","24.0","","0.0","","6.0","","1.2","","0.0","","1.2","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-02","2011","06","02","","14.0","","10.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-03","2011","06","03","","21.0","","9.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-04","2011","06","04","","19.5","","5.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-05","2011","06","05","","23.5","","10.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-06","2011","06","06","","25.0","","10.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-07","2011","06","07","","28.0","","15.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-08","2011","06","08","","32.5","","18.0","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"-72.62","46.20","NICOLET","7025440","2011-06-09","2011","06","09","","","M","17.0","","","M","","M","","M","","M","0.0","","","M","0","","","","",""
